-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes according to Social status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.4.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes according to Social status", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Scheduled caste,Scheduled tribe,Other social status of farmers,Total
ANDHRA PRADESH,ADILABAD,KUBEER,0,0,0,0
ANDHRA PRADESH,ADILABAD,KUNTALA,0,0,0,0
ANDHRA PRADESH,ADILABAD,LAXMANCHANDA,0,0,1,1
ANDHRA PRADESH,ADILABAD,LOHESRA,0,0,0,0
ANDHRA PRADESH,ADILABAD,LUXETTIPET,7,1,207,215
ANDHRA PRADESH,ADILABAD,MAMDA,0,0,0,0
ANDHRA PRADESH,ADILABAD,MANCHERIAL,0,0,28,28
ANDHRA PRADESH,ADILABAD,MANDAMARRI,0,0,0,0
ANDHRA PRADESH,ADILABAD,NENNAL,1,0,3,4
ANDHRA PRADESH,ADILABAD,NERADIGONDA,1,12,6,19
ANDHRA PRADESH,ADILABAD,NIRMAL,0,0,0,0
ANDHRA PRADESH,ADILABAD,REBBANA,0,1,28,29
ANDHRA PRADESH,ADILABAD,SARANGAPUR,0,0,0,0
ANDHRA PRADESH,ADILABAD,SIRPUR (T),0,3,44,47
ANDHRA PRADESH,ADILABAD,SIRPUR (U),0,0,0,0
ANDHRA PRADESH,ADILABAD,TALAMADUGU,0,0,0,0
ANDHRA PRADESH,ADILABAD,TANDUR,0,0,0,0
ANDHRA PRADESH,ADILABAD,TANUR,0,0,0,0
ANDHRA PRADESH,ADILABAD,VEMANPALLE,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,AGALI,1,0,13,14
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,1,0,0,1
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,0,0,1,1
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,0,0,4,4
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,0,0,1,1
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,0,0,6,6
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,0,0,1,1
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,0,0,4,4
ANDHRA PRADESH,ANANTHAPUR,GOOTY,0,0,3,3
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,0,1,2,3
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,0,0,1,1
ANDHRA PRADESH,ANANTHAPUR,KADIRI,1,1,0,2
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,0,4,12,16
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,4,0,13,17
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,0,0,7,7
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,0,0,16,16
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,0,0,1,1
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NARPALA,0,0,11,11
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,0,0,2,2
ANDHRA PRADESH,ANANTHAPUR,PARIGI,1,0,0,1
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,1,0,10,11
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,0,0,6,6
ANDHRA PRADESH,ANANTHAPUR,RODDAM,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,ROLLA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,SETTUR,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,0,0,34,34
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,YADIKI,0,0,1,1
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,0,0,1,1
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,0,0,30,30
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,0,0,0,0
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,0,0,1,1
ANDHRA PRADESH,CHITTOOR,CHITTOOR,0,0,15,15
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,0,0,186,186
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GUDIPALA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,IRALA,0,0,6,6
ANDHRA PRADESH,CHITTOOR,K V P PURAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KALAKADA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KALIKIRI,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KUPPAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NAGARI,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NINDRA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PAKALA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PALAMANER,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PENUMURU,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PICHATUR,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PILERU,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PULICHERLA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PUNGANUR,0,0,214,214
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PUTTUR,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,0,0,8,8
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SODAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SOMALA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,0,0,1,1
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,0,0,0,0
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VAYALPAD,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YADAMARI,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YERPEDU,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,ATLUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,B KODUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,BADVEL,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,0,0,1,1
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHENNUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHITVEL,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,0,0,5,5
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,0,5,5
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,1,1
ANDHRA PRADESH,CUDDAPAH,KODUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,NANDALUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,0,0,5,5
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,0,0,11,11
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,0,0,26,26
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,0,2,2
ANDHRA PRADESH,CUDDAPAH,VEMULA,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,1,2,1,4
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,DEVIPATNAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GANGAVARAM,1,3,0,4
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,0,0,27,27
ANDHRA PRADESH,EAST GODAVARI,KADIAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,MAREDUMILLI,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,0,0,4,4
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJAVOMMANGI,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAMPACHODAVARAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,0,1,0,1
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,TUNI,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,Y RAMAVARAM,0,11,1,12
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,0,0,0,0
ANDHRA PRADESH,GUNTUR,ACHAMPETA,0,0,0,0
ANDHRA PRADESH,GUNTUR,AMARAVATHI,0,0,0,0
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,0,0,0,0
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,0,0,1,1
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,0,0,0,0
ANDHRA PRADESH,GUNTUR,DURGI,0,0,0,0
ANDHRA PRADESH,GUNTUR,EDLAPADU,0,0,0,0
ANDHRA PRADESH,GUNTUR,GUNTUR,0,0,0,0
ANDHRA PRADESH,GUNTUR,IPURU,0,0,1,1
ANDHRA PRADESH,GUNTUR,KAREMPUDI,0,0,0,0
ANDHRA PRADESH,GUNTUR,KROSURU,0,0,0,0
ANDHRA PRADESH,GUNTUR,MACHAVARAM,0,0,0,0
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,0,0
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,0,0,1,1
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,0,0,0
ANDHRA PRADESH,GUNTUR,MUPPALLA,0,0,1,1
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,0,0,0
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,1,1
ANDHRA PRADESH,GUNTUR,NUZENDLA,0,0,1,1
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,0,0,0
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,0,0,0,0
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,0,0
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,0,0,0,0
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,0,0,0
ANDHRA PRADESH,GUNTUR,RAJUPALEM,0,0,0,0
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,0,0,0,0
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,0,0,0,0
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,0,0,0
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,0,0
ANDHRA PRADESH,GUNTUR,TADIKONDA,0,0,0,0
ANDHRA PRADESH,GUNTUR,THADEPALLE,0,0,0,0
ANDHRA PRADESH,GUNTUR,THULLUR,0,0,0,0
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,0,0,0,0
ANDHRA PRADESH,GUNTUR,VELDURTHI,0,0,0,0
ANDHRA PRADESH,GUNTUR,VINUKONDA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KATARAM,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KORATLA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,METPALLE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ODELA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,BAYYARAM,1,20,3,24
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,0,0,12,12
ANDHRA PRADESH,KHAMMAM,BONAKAL,0,0,6,6
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,0,10,10
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,0,20,20
ANDHRA PRADESH,KHAMMAM,CHERLA,1,0,9,10
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHINTUR,0,0,0,0
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ENKURU,0,0,3,3
ANDHRA PRADESH,KHAMMAM,GARLA,0,0,12,12
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,JULURPAD,0,0,3,3
ANDHRA PRADESH,KHAMMAM,KALLURU,0,1,18,19
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,0,0,7,7
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,3,0,3,6
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,0,0,2,2
ANDHRA PRADESH,KHAMMAM,KONIJERLA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,0,0,2,2
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,0,0,0
